DATE,DEPTH,PO4
2000-11-28,2500,1.74
2000-11-28,500,0.96
2000-11-28,2000,1.03
2000-12-18,2500,1.12
2000-12-18,1500,1.07
2000-12-18,1000,1.06
2000-12-18,100,1.07
2000-12-18,2000,1.08
2000-12-18,500,0.96
2001-01-16,500,0.98
2001-01-16,1500,0.92
2001-01-16,2000,1.15
2001-01-16,1000,0.89
2001-01-16,2500,1.34
2001-01-16,100,0.98
2001-02-15,500,0.72
2001-02-15,2000,0.9
2001-02-15,1000,0.73
2001-02-15,1500,0.84
2001-02-15,2500,1.02
2001-02-15,100,0.69
2001-03-13,2000,0.86
2001-03-13,500,0.29
2001-03-13,1500,0.66
2001-03-13,1000,0.28
2001-03-13,100,0.23
2001-03-13,2500,0.85
2001-04-18,1000,0.1
2001-04-18,2500,1.18
2001-04-18,500,0.09
2001-04-18,100,0.04
2001-04-18,2000,0.1
2001-04-18,1500,0.09
2001-05-31,2000,0.96
2001-05-31,1000,0.12
2001-05-31,1500,0.14
2001-05-31,100,0.12
2001-05-31,2500,1.33
2001-05-31,500,0.09
2001-06-28,500,0.09
2001-06-28,2500,1.51
2001-06-28,1500,0.7
2001-06-28,1000,0.25
2001-06-28,100,0.15
2001-06-28,2000,0.73
2001-07-11,100,0.15
2001-07-11,500,0.14
2001-07-11,2000,0.34
2001-07-11,2500,1.84
2001-07-11,1500,0.19
2001-07-11,1000,0.17
2001-08-09,500,1.09
2001-08-09,1500,0.5
2001-08-09,100,1.48
2001-08-09,1000,0.66
2001-08-09,2000,0.36
2001-08-09,2500,0.42
2001-09-10,100,0.25
2001-09-10,1500,0.12
2001-09-10,500,0.18
2001-09-10,1000,0.16
2001-09-10,2000,0.78
2001-09-10,2500,6.5
2001-10-16,1000,0.16
2001-10-16,2500,8.35
2001-10-16,100,0.08
2001-10-16,2000,1.08
2001-10-16,1500,0.29
2001-10-16,500,0.13
2001-11-06,2500,0.8
2001-11-06,2000,0.79
2001-11-06,1000,0.83
2001-11-06,100,7.15
2001-11-06,1500,0.81
2001-11-06,500,1.88
2001-12-13,500,1.02
2001-12-13,1000,0.72
2001-12-13,1500,0.59
2001-12-13,2000,0.57
2001-12-13,2500,0.58
2001-12-13,100,1.46
2002-01-08,100,0.69
2002-01-08,500,0.71
2002-01-08,1500,0.74
2002-01-08,1000,0.69
2002-01-08,2000,0.85
2002-01-08,2500,1.08
2002-02-21,2500,0.73
2002-02-21,2000,0.7
2002-02-21,500,0.74
2002-02-21,100,0.69
2002-02-21,1500,0.69
2002-02-21,1000,0.71
2002-03-11,2500,0.59
2002-03-11,500,0.57
2002-03-11,100,0.58
2002-03-11,2000,0.58
2002-03-11,1500,0.58
2002-03-11,1000,0.57
2002-04-10,1500,0.02
2002-04-10,2500,0.05
2002-04-10,2000,0.0
2002-04-10,500,0.03
2002-04-10,100,0.06
2002-04-10,1000,0.02
2002-05-21,2000,0.42
2002-05-21,100,0.12
2002-05-21,2500,0.5
2002-05-21,1500,0.09
2002-05-21,1000,0.1
2002-05-21,500,0.12
2002-06-18,100,0.02
2002-06-18,500,0.02
2002-06-18,1000,0.02
2002-06-18,2000,0.37
2002-06-18,2500,0.52
2002-06-18,1500,0.08
2002-07-09,1500,0.14
2002-07-09,2000,0.46
2002-07-09,500,0.03
2002-07-09,2500,0.73
2002-07-09,100,0.04
2002-07-09,1000,0.04
2002-08-20,2500,5.1
2002-08-20,100,0.08
2002-08-20,500,0.08
2002-08-20,1500,0.12
2002-08-20,1000,0.06
2002-08-20,2000,0.86
2002-09-17,500,0.1
2002-09-17,2500,10.9
2002-09-17,100,0.11
2002-09-17,1000,0.12
2002-09-17,2000,3.68
2002-09-17,1500,0.14
2002-10-15,1000,0.89
2002-10-15,1500,1.44
2002-10-15,2500,7.9
2002-10-15,100,0.67
2002-10-15,500,0.69
2002-10-15,2000,3.8
2002-11-19,1000,0.82
2002-11-19,500,0.83
2002-11-19,1500,0.87
2002-11-19,2500,2.38
2002-11-19,2000,2.64
2002-11-19,100,0.84
2002-12-17,1000,0.81
2002-12-17,2500,0.85
2002-12-17,2000,0.8
2002-12-17,100,0.82
2002-12-17,1500,0.81
2002-12-17,500,0.81
2003-01-23,1500,0.81
2003-01-23,100,0.93
2003-01-23,1000,0.83
2003-01-23,2000,0.79
2003-01-23,500,0.92
2003-01-23,2500,0.8
2003-02-18,100,0.04
2003-02-18,500,0.03
2003-02-18,1000,0.07
2003-02-18,2500,0.75
2003-02-18,1500,0.49
2003-02-18,2000,0.74
2003-03-11,2500,0.17
2003-03-11,100,0.03
2003-03-11,500,0.04
2003-03-11,2000,0.06
2003-03-11,1500,0.02
2003-03-11,1000,0.03
2003-04-24,100,0.04
2003-04-24,2500,0.33
2003-04-24,500,0.03
2003-04-24,1500,0.02
2003-04-24,2000,0.19
2003-04-24,1000,0.01
2003-05-13,1500,0.06
2003-05-13,2000,0.2
2003-05-13,500,0.02
2003-05-13,1000,0.01
2003-05-13,2500,0.28
2003-05-13,100,0.03
2003-06-17,2500,0.56
2003-06-17,500,0.02
2003-06-17,100,0.06
2003-06-17,2000,0.38
2003-06-17,1500,0.09
2003-06-17,1000,0.03
2003-07-15,2000,0.55
2003-07-15,1500,0.17
2003-07-15,1000,0.04
2003-07-15,2500,0.67
2003-07-15,100,0.06
2003-07-15,500,0.06
2003-08-13,500,0.04
2003-08-13,100,0.04
2003-08-13,1500,0.08
2003-08-13,2500,0.59
2003-08-13,2000,0.29
2003-08-13,1000,0.06
2003-09-08,1000,0.08
2003-09-08,2500,2.0
2003-09-08,500,0.03
2003-09-08,1500,0.54
2003-09-08,2000,0.78
2003-09-08,100,0.05
2003-10-14,2500,7.6
2003-10-14,2000,3.13
2003-10-14,500,0.18
2003-10-14,1000,0.16
2003-10-14,100,0.21
2003-10-14,1500,0.33
2003-11-12,1500,0.85
2003-11-12,500,0.59
2003-11-12,2500,1.89
2003-11-12,2000,1.77
2003-11-12,100,0.61
2003-11-12,1000,0.6
2003-12-04,1000,0.67
2003-12-04,2500,2.22
2003-12-04,500,0.53
2003-12-04,2000,0.88
2003-12-04,1500,0.71
2003-12-04,100,0.55
2004-01-20,2500,0.6
2004-01-20,1500,0.52
2004-01-20,500,0.52
2004-01-20,1000,0.52
2004-01-20,100,0.56
2004-01-20,2000,0.53
2004-02-18,1000,0.18
2004-02-18,500,0.2
2004-02-18,2500,0.45
2004-02-18,100,0.2
2004-02-18,1500,0.21
2004-02-18,2000,0.43
2004-03-16,100,0.15
2004-03-16,2000,0.07
2004-03-16,2500,0.17
2004-03-16,1500,0.06
2004-03-16,1000,0.1
2004-03-16,500,0.08
2004-04-15,2500,0.09
2004-04-15,1000,0.04
2004-04-15,100,0.05
2004-04-15,1500,0.07
2004-04-15,500,0.05
2004-04-15,2000,0.08
2004-05-11,500,0.05
2004-05-11,2000,0.06
2004-05-11,100,0.09
2004-05-11,1500,0.07
2004-05-11,2500,0.23
2004-05-11,1000,0.06
2004-06-21,1500,0.23
2004-06-21,2500,0.5
2004-06-21,500,0.06
2004-06-21,2000,0.44
2004-06-21,1000,0.12
2004-06-21,100,0.07
2004-07-13,1000,0.03
2004-07-13,2500,0.61
2004-07-13,500,0.03
2004-07-13,1500,0.13
2004-07-13,2000,0.54
2004-07-13,100,0.05
2004-08-10,2000,0.15
2004-08-10,500,0.1
2004-08-10,1500,0.08
2004-08-10,1000,0.11
2004-08-10,2500,0.71
2004-08-10,100,0.11
2004-09-13,1000,0.57
2004-09-13,1500,1.23
2004-09-13,100,0.59
2004-09-13,2000,1.4
2004-09-13,2500,1.42
2004-09-13,500,0.57
2004-10-13,1000,0.92
2004-10-13,500,0.44
2004-10-13,2000,1.27
2004-10-13,2500,1.16
2004-10-13,1500,1.21
2004-10-13,100,0.38
2004-11-09,2500,0.79
2004-11-09,2000,0.54
2004-11-09,100,0.3
2004-11-09,1500,0.48
2004-11-09,1000,0.42
2004-11-09,500,0.34
2004-12-15,500,0.41
2004-12-15,2500,0.96
2004-12-15,100,0.43
2004-12-15,2000,0.41
2004-12-15,1000,0.41
2004-12-15,1500,0.43
2005-01-18,100,0.52
2005-01-18,2000,0.56
2005-01-18,2500,0.56
2005-01-18,500,0.53
2005-01-18,1000,0.52
2005-01-18,1500,0.56
2005-02-22,1500,0.4
2005-02-22,2500,0.53
2005-02-22,1000,0.43
2005-02-22,500,0.37
2005-02-22,2000,0.44
2005-02-22,100,0.37
2005-03-29,1500,0.09
2005-03-29,2000,0.08
2005-03-29,500,0.13
2005-03-29,1000,0.07
2005-03-29,2500,0.48
2005-03-29,100,0.16
2005-04-26,1000,0.18
2005-04-26,100,0.35
2005-04-26,500,0.22
2005-04-26,2500,0.57
2005-04-26,2000,0.5
2005-04-26,1500,0.21
2005-05-20,500,0.24
2005-05-20,2500,0.64
2005-05-20,2000,0.6
2005-05-20,1000,0.57
2005-05-20,100,0.3
2005-05-20,1500,0.44
2005-06-21,2500,0.8
2005-06-21,100,0.07
2005-06-21,2000,0.6
2005-06-21,1000,0.11
2005-06-21,1500,0.38
2005-06-21,500,0.02
2005-07-28,100,0.3
2005-07-28,1000,0.05
2005-07-28,500,0.02
2005-07-28,2500,1.62
2005-07-28,2000,0.99
2005-07-28,1500,0.44
2005-08-11,2000,1.81
2005-08-11,1000,0.07
2005-08-11,1500,0.27
2005-08-11,100,0.06
2005-08-11,2500,2.94
2005-08-11,500,0.04
2005-09-14,1500,0.39
2005-09-14,2500,8.3
2005-09-14,100,0.15
2005-09-14,1000,0.13
2005-09-14,2000,1.67
2005-09-14,500,0.14
2005-10-26,500,0.45
2005-10-26,2000,3.01
2005-10-26,2500,9.35
2005-10-26,100,0.49
2005-10-26,1000,0.46
2005-10-26,1500,0.92
2005-11-15,500,1.77
2005-11-15,1500,1.92
2005-11-15,1000,2.0
2005-11-15,2000,1.81
2005-11-15,100,1.77
2005-11-15,2500,0.94
2005-12-13,2000,0.99
2005-12-13,100,0.66
2005-12-13,1500,0.82
2005-12-13,2500,0.83
2005-12-13,500,0.66
2005-12-13,1000,0.77
2006-01-17,1500,0.73
2006-01-17,100,0.87
2006-01-17,1000,0.87
2006-01-17,2500,0.68
2006-01-17,2000,0.68
2006-01-17,500,0.95
2006-02-14,100,0.39
2006-02-14,2000,0.72
2006-02-14,1500,0.64
2006-02-14,1000,0.54
2006-02-14,2500,0.8
2006-02-14,500,0.43
2006-03-14,1000,0.14
2006-03-14,500,0.14
2006-03-14,2500,0.28
2006-03-14,2000,0.15
2006-03-14,1500,0.15
2006-03-14,100,0.15
2006-04-21,2500,0.6
2006-04-21,500,0.08
2006-04-21,1000,0.28
2006-04-21,2000,0.45
2006-04-21,1500,0.35
2006-04-21,100,0.1
2006-05-17,2000,0.29
2006-05-17,1500,0.08
2006-05-17,1000,0.11
2006-05-17,2500,0.65
2006-05-17,100,0.17
2006-05-17,500,0.16
2006-06-21,1000,0.05
2006-06-21,100,0.08
2006-06-21,2000,0.29
2006-06-21,1500,0.08
2006-06-21,2500,0.69
2006-06-21,500,0.07
2006-07-27,1000,0.19
2006-07-27,100,0.23
2006-07-27,2000,0.75
2006-07-27,1500,0.18
2006-07-27,2500,1.03
2006-07-27,500,0.13
2006-08-17,2500,0.97
2006-08-17,2000,0.37
2006-08-17,1000,0.25
2006-08-17,100,0.18
2006-08-17,1500,0.48
2006-08-17,500,0.18
2006-09-20,2000,2.93
2006-09-20,2500,2.48
2006-09-20,1500,0.38
2006-09-20,100,0.2
2006-09-20,500,0.23
2006-09-20,1000,0.25
2006-10-11,2500,
2006-10-11,100,
2006-10-11,1000,
2006-10-11,500,
2006-10-11,1500,
2006-10-11,2000,
2006-11-14,500,0.64
2006-11-14,1500,0.63
2006-11-14,1000,0.62
2006-11-14,2000,1.47
2006-11-14,100,0.6
2006-11-14,2500,3.47
2006-12-12,2500,0.94
2006-12-12,1000,0.8
2006-12-12,500,0.71
2006-12-12,100,0.64
2006-12-12,1500,0.8
2006-12-12,2000,0.87
2007-02-22,2500,0.8
2007-02-22,2000,0.81
2007-02-22,1000,0.73
2007-02-22,1500,0.8
2007-02-22,500,0.68
2007-02-22,100,0.6
2007-03-15,2500,0.69
2007-03-15,100,0.04
2007-03-15,1000,0.25
2007-03-15,1500,0.48
2007-03-15,500,0.0
2007-03-15,2000,0.67
2007-04-05,1000,0.02
2007-04-05,500,0.03
2007-04-05,100,0.07
2007-04-05,2500,0.39
2007-04-05,2000,0.41
2007-04-05,1500,0.01
2007-05-04,500,0.11
2007-05-04,1000,0.0
2007-05-04,2500,0.13
2007-05-04,1500,0.03
2007-05-04,100,0.01
2007-05-04,2000,0.05
2007-05-14,1500,0.24
2007-05-14,100,0.03
2007-05-14,2000,0.72
2007-05-14,2500,0.74
2007-05-14,1000,0.03
2007-05-14,500,0.01
2007-06-14,1500,0.0
2007-06-14,100,0.06
2007-06-14,2000,0.1
2007-06-14,1000,0.01
2007-06-14,500,0.02
2007-06-14,2500,1.99
2007-07-12,100,0.14
2007-07-12,1000,0.2
2007-07-12,1500,0.67
2007-07-12,500,0.12
2007-07-12,2000,1.01
2007-07-12,2500,2.09
2007-08-16,500,0.11
2007-08-16,1500,0.87
2007-08-16,2500,1.7
2007-08-16,100,0.13
2007-08-16,1000,0.54
2007-08-16,2000,1.13
2007-09-12,2500,4.19
2007-09-12,100,0.09
2007-09-12,1500,0.04
2007-09-12,500,0.07
2007-09-12,1000,0.03
2007-09-12,2000,2.05
2007-10-16,2000,1.74
2007-10-16,100,0.43
2007-10-16,500,0.38
2007-10-16,1500,0.6
2007-10-16,2500,2.52
2007-10-16,1000,0.39
2007-11-13,500,0.6
2007-11-13,2500,2.47
2007-11-13,2000,1.27
2007-11-13,1500,0.77
2007-11-13,100,0.57
2007-11-13,1000,0.62
2007-12-11,100,0.79
2007-12-11,2500,0.93
2007-12-11,1000,0.82
2007-12-11,1500,0.8
2007-12-11,500,0.81
2007-12-11,2000,0.86
2008-01-17,1500,0.94
2008-01-17,2500,0.95
2008-01-17,100,0.92
2008-01-17,1000,0.94
2008-01-17,500,0.92
2008-01-17,2000,0.93
2008-02-19,1500,0.5
2008-02-19,500,0.44
2008-02-19,2000,0.85
2008-02-19,100,0.43
2008-02-19,1000,0.47
2008-02-19,2500,0.85
2008-04-16,100,0.08
2008-04-16,1500,0.01
2008-04-16,1000,0.03
2008-04-16,500,0.08
2008-04-16,2000,0.02
2008-04-16,2500,0.41
2008-05-20,500,0.06
2008-05-20,1500,0.05
2008-05-20,2500,0.66
2008-05-20,100,0.07
2008-05-20,2000,0.28
2008-05-20,1000,0.05
2008-06-24,1000,0.18
2008-06-24,1500,0.31
2008-06-24,2500,0.85
2008-06-24,2000,0.63
2008-06-24,500,0.09
2008-06-24,100,0.05
2008-07-09,500,0.0
2008-07-09,1000,0.01
2008-07-09,100,0.02
2008-07-09,1500,0.03
2008-07-09,2500,4.5
2008-07-09,2000,0.13
2008-08-19,500,0.08
2008-08-19,1000,0.03
2008-08-19,2500,0.12
2008-08-19,1500,0.02
2008-08-19,2000,0.01
2008-08-19,100,0.17
2008-09-15,2500,0.31
2008-09-15,1500,0.07
2008-09-15,100,0.07
2008-09-15,500,0.04
2008-09-15,1000,0.01
2008-09-15,2000,0.21
2008-09-16,2500,0.27
2008-09-16,500,0.01
2008-09-16,1000,0.05
2008-09-16,100,0.03
2008-09-16,2000,0.22
2008-09-16,1500,0.07
2008-09-17,100,0.04
2008-09-17,1500,0.05
2008-09-17,2000,0.11
2008-09-17,1000,0.03
2008-09-17,500,0.01
2008-09-17,2500,0.24
2008-09-18,2500,0.38
2008-09-18,1500,0.1
2008-09-18,1000,0.05
2008-09-18,500,0.01
2008-09-18,2000,0.24
2008-09-18,100,0.08
2008-10-27,1500,1.31
2008-10-27,2000,0.89
2008-10-27,2500,0.81
2008-10-27,100,1.16
2008-10-27,1000,1.36
2008-10-27,500,1.16
2008-11-17,100,0.91
2008-11-17,500,0.94
2008-11-17,1500,1.21
2008-11-17,2500,1.32
2008-11-17,2000,1.3
2008-11-17,1000,0.94
2008-12-08,500,
2008-12-08,1000,
2008-12-08,100,
2008-12-08,2500,
2008-12-08,1500,
2008-12-08,2000,
2009-01-19,1500,1.14
2009-01-19,2500,1.16
2009-01-19,500,0.99
2009-01-19,100,0.93
2009-01-19,2000,1.16
2009-01-19,1000,1.06
2009-01-19,100,0.93
2009-01-19,500,0.99
2009-01-19,1000,1.06
2009-01-19,1500,1.14
2009-01-19,2000,1.16
2009-01-19,2500,1.16
2009-02-10,100,0.6
2009-02-10,500,0.61
2009-02-10,1000,0.62
2009-02-10,1500,0.61
2009-02-10,2000,0.73
2009-02-10,2500,0.68
2009-03-02,100,0.13
2009-03-02,500,0.13
2009-03-02,1000,0.16
2009-03-02,1500,0.35
2009-03-02,2000,0.49
2009-03-02,2500,0.56
2009-04-24,100,0.06
2009-04-24,500,0.06
2009-04-24,1000,0.07
2009-04-24,1500,0.11
2009-04-24,2000,0.2
2009-04-24,2500,0.61
2009-05-20,100,0.07
2009-05-20,500,0.05
2009-05-20,1000,0.06
2009-05-20,1500,0.35
2009-05-20,2000,0.58
2009-05-20,2500,0.71
2009-06-23,100,0.01
2009-06-23,500,0.02
2009-06-23,1000,0.01
2009-06-23,1500,0.35
2009-06-23,2000,0.63
2009-06-23,2500,0.8
2009-07-14,100,0.02
2009-07-14,500,0.0
2009-07-14,1000,0.07
2009-07-14,1500,0.32
2009-07-14,2000,0.63
2009-07-14,2500,0.9
2009-08-20,100,0.03
2009-08-20,500,0.01
2009-08-20,1000,0.14
2009-08-20,1500,0.69
2009-08-20,2000,0.95
2009-08-20,2500,1.48
2009-09-15,100,0.08
2009-09-15,500,0.06
2009-09-15,1000,0.04
2009-09-15,1500,0.04
2009-09-15,2000,1.42
2009-09-15,2500,2.22
2009-10-19,100,0.41
2009-10-19,500,0.41
2009-10-19,1000,0.42
2009-10-19,1500,0.42
2009-10-19,2000,0.45
2009-10-19,2500,0.61
2009-11-04,0,
2009-12-15,100,0.13
2009-12-15,500,0.13
2009-12-15,1000,0.22
2009-12-15,1500,0.4
2009-12-15,2000,0.71
2009-12-15,2500,0.93
2010-01-19,100,0.44
2010-01-19,500,0.46
2010-01-19,1000,0.46
2010-01-19,1500,0.47
2010-01-19,2000,0.61
2010-01-19,2500,0.97
2010-02-11,0,
2010-03-19,100,0.05
2010-03-19,500,0.04
2010-03-19,1000,0.03
2010-03-19,1500,0.19
2010-03-19,2000,0.53
2010-03-19,2500,0.55
2010-04-26,100,0.02
2010-04-26,500,0.0
2010-04-26,1000,0.02
2010-04-26,1500,0.11
2010-04-26,2000,0.35
2010-04-26,2500,0.47
2010-05-19,100,0.04
2010-05-19,500,0.02
2010-05-19,1000,0.01
2010-05-19,1500,0.11
2010-05-19,2000,0.66
2010-05-19,2500,0.98
2010-06-02,100,0.03
2010-06-02,500,0.01
2010-06-02,1000,0.01
2010-06-02,1500,0.06
2010-06-02,2000,0.42
2010-06-02,2500,1.32
2010-07-01,100,0.02
2010-07-01,500,0.01
2010-07-01,1000,0.01
2010-07-01,1500,0.01
2010-07-01,2000,0.41
2010-07-01,2500,1.87
2010-08-10,100,0.03
2010-08-10,500,0.01
2010-08-10,1000,0.0
2010-08-10,1500,0.2
2010-08-10,2000,1.02
2010-08-10,2500,1.81
2010-09-21,100,0.03
2010-09-21,500,0.01
2010-09-21,1000,0.06
2010-09-21,1500,0.36
2010-09-21,2000,2.0
2010-09-21,2500,3.11
2010-10-13,100,0.13
2010-10-13,500,0.09
2010-10-13,1000,0.09
2010-10-13,1500,0.15
2010-10-13,2000,0.77
2010-10-13,2500,3.92
2010-11-16,100,0.73
2010-11-16,500,0.85
2010-11-16,1000,0.99
2010-11-16,1500,1.03
2010-11-16,2000,0.88
2010-11-16,2500,0.92
2010-12-03,0,
2011-01-19,0,
2011-02-18,100,0.53
2011-02-18,500,0.53
2011-02-18,1000,0.52
2011-02-18,1500,0.52
2011-02-18,2000,0.65
2011-02-18,2500,0.66
2011-03-08,100,0.16
2011-03-08,500,0.17
2011-03-08,1000,0.15
2011-03-08,1500,0.33
2011-03-08,2000,0.46
2011-03-08,2500,0.76
2011-04-19,100,0.01
2011-04-19,500,0.01
2011-04-19,1000,0.05
2011-04-19,1500,0.1
2011-04-19,2000,0.24
2011-04-19,2500,0.29
2011-05-13,100,0.01
2011-05-13,500,0.01
2011-05-13,1000,0.01
2011-05-13,1500,0.02
2011-05-13,2000,0.11
2011-05-13,2500,0.29
2011-06-21,100,0.04
2011-06-21,500,0.01
2011-06-21,1000,0.01
2011-06-21,1500,0.22
2011-06-21,2000,0.72
2011-06-21,2500,0.85
2011-07-25,100,0.01
2011-07-25,500,0.04
2011-07-25,1000,0.18
2011-07-25,1500,0.4
2011-07-25,2000,0.55
2011-07-25,2500,0.77
2011-08-01,100,0.03
2011-08-01,500,0.01
2011-08-01,1000,0.01
2011-08-01,1500,0.09
2011-08-01,2000,0.49
2011-08-01,2500,0.71
2011-08-01,900,
2011-08-01,2800,
2011-09-21,100,0.57
2011-09-21,500,0.68
2011-09-21,1000,1.14
2011-09-21,1500,1.27
2011-09-21,2000,1.77
2011-09-21,2500,1.83
2011-09-21,2750,
2011-10-13,0,
2011-10-18,0,
2011-10-21,0,
2011-11-08,100,0.71
2011-11-08,500,0.73
2011-11-08,1000,0.72
2011-11-08,1500,0.7
2011-11-08,2000,0.71
2011-11-08,2500,1.81
2011-11-08,2700,
2011-12-09,0,
2012-01-11,100,0.62
2012-01-11,500,0.65
2012-01-11,1000,0.67
2012-01-11,1500,0.68
2012-01-11,2000,0.74
2012-01-11,2500,0.76
2012-01-11,2700,
2012-02-13,0,
2012-03-13,100,0.08
2012-03-13,500,0.08
2012-03-13,1000,0.07
2012-03-13,1500,0.09
2012-03-13,2000,0.4
2012-03-13,2500,0.61
2012-04-10,100,
2012-04-10,500,
2012-04-10,1000,
2012-04-10,1500,
2012-04-10,2000,
2012-04-10,2500,
2012-05-14,100,0.05
2012-05-14,500,
2012-05-14,1000,0.01
2012-05-14,1500,0.06
2012-05-14,2000,0.23
2012-05-14,2500,0.28
2012-06-26,100,0.06
2012-06-26,500,0.03
2012-06-26,1000,0.07
2012-06-26,1500,0.17
2012-06-26,2000,
2012-06-26,2500,0.68
2012-07-16,100,0.03
2012-07-16,500,0.01
2012-07-16,1000,0.0
2012-07-16,1500,0.14
2012-07-16,2000,0.78
2012-07-16,2500,1.14
2012-08-07,100,0.03
2012-08-07,500,
2012-08-07,1000,0.07
2012-08-07,1500,0.15
2012-08-07,2000,
2012-08-07,2500,1.18
2012-09-27,100,0.94
2012-09-27,500,1.02
2012-09-27,1000,1.49
2012-09-27,1500,1.86
2012-09-27,2000,2.13
2012-09-27,2500,2.9
2012-10-02,100,1.35
2012-10-02,500,1.42
2012-10-02,1000,1.55
2012-10-02,1500,1.68
2012-10-02,2000,4.1
2012-10-02,2500,3.89
2012-11-06,100,0.78
2012-11-06,500,0.82
2012-11-06,1000,0.83
2012-11-06,1500,1.15
2012-11-06,2000,2.98
2012-11-06,2500,3.66
2012-12-04,100,0.8
2012-12-04,500,0.84
2012-12-04,1000,1.07
2012-12-04,1500,1.26
2012-12-04,2000,1.39
2012-12-04,2500,1.48
2013-01-01,0,
2013-02-06,100,0.76
2013-02-06,500,0.78
2013-02-06,1000,0.79
2013-02-06,1500,0.82
2013-02-06,2000,0.89
2013-02-06,2500,0.87
2013-03-05,100,0.57
2013-03-05,500,0.64
2013-03-05,1000,0.69
2013-03-05,1500,0.72
2013-03-05,2000,0.83
2013-03-05,2500,0.84
2013-04-03,100,0.23
2013-04-03,500,0.37
2013-04-03,1000,0.43
2013-04-03,1500,0.53
2013-04-03,2000,0.59
2013-04-03,2500,0.65
2013-05-24,100,0.04
2013-05-24,500,0.01
2013-05-24,1000,0.02
2013-05-24,1500,0.08
2013-05-24,2000,0.69
2013-05-24,2500,0.74
2013-06-04,100,0.03
2013-06-04,500,0.01
2013-06-04,1000,0.0
2013-06-04,1500,0.01
2013-06-04,2000,0.37
2013-06-04,2500,0.69
2013-07-04,100,0.02
2013-07-04,500,0.02
2013-07-04,1000,0.43
2013-07-04,1500,0.61
2013-07-04,2000,0.78
2013-07-04,2500,0.8
2013-08-28,100,0.01
2013-08-28,500,0.05
2013-08-28,1000,0.12
2013-08-28,1500,0.22
2013-08-28,2000,0.56
2013-08-28,2500,1.06
2013-09-24,100,0.05
2013-09-24,500,0.02
2013-09-24,1000,0.15
2013-09-24,1500,0.2
2013-09-24,2000,0.69
2013-09-24,2500,2.44
2013-10-01,100,0.23
2013-10-01,500,0.29
2013-10-01,1000,0.37
2013-10-01,1500,0.98
2013-10-01,2000,1.63
2013-10-01,2500,6.23
2013-11-05,100,0.99
2013-11-05,500,1.04
2013-11-05,1000,1.04
2013-11-05,1500,0.87
2013-11-05,2000,0.86
2013-11-05,2500,0.92
2013-12-03,100,0.45
2013-12-03,500,0.45
2013-12-03,1000,0.46
2013-12-03,1500,0.78
2013-12-03,2000,1.05
2013-12-03,2500,1.05
2014-02-25,100,0.26
2014-02-25,500,0.32
2014-02-25,1000,0.47
2014-02-25,1500,0.55
2014-02-25,2000,0.61
2014-02-25,2500,0.68
2014-03-05,100,0.14
2014-03-05,500,0.43
2014-03-05,1000,0.58
2014-03-05,1500,0.55
2014-03-05,2000,0.63
2014-03-05,2500,0.7
2014-04-15,100,0.18
2014-04-15,500,0.1
2014-04-15,1000,0.09
2014-04-15,1500,0.08
2014-04-15,2000,0.09
2014-04-15,2500,0.29
2014-05-07,100,0.06
2014-05-07,500,0.06
2014-05-07,1000,0.05
2014-05-07,1500,0.12
2014-05-07,2000,0.34
2014-05-07,2500,0.47
2014-06-21,100,0.03
2014-06-21,500,0.02
2014-06-21,1000,0.04
2014-06-21,1500,0.08
2014-06-21,2000,0.14
2014-06-21,2500,0.22
2014-07-08,100,0.03
2014-07-08,500,0.01
2014-07-08,1000,0.07
2014-07-08,1500,0.16
2014-07-08,2000,0.37
2014-07-08,2500,0.65
2014-08-28,100,0.04
2014-08-28,500,0.17
2014-08-28,1000,0.93
2014-08-28,1500,0.61
2014-08-28,2000,0.74
2014-08-28,2500,1.06
2014-09-23,100,0.19
2014-09-23,500,0.14
2014-09-23,1000,0.11
2014-09-23,1500,0.09
2014-09-23,2000,0.2
2014-09-23,2500,10.3
2014-10-21,100,0.37
2014-10-21,500,0.36
2014-10-21,1000,0.56
2014-10-21,1500,0.58
2014-10-21,2000,1.54
2014-10-21,2500,10.0
2014-11-18,100,0.93
2014-11-18,500,1.08
2014-11-18,1000,1.07
2014-11-18,1500,1.09
2014-11-18,2000,1.17
2014-11-18,2500,1.4
2014-12-16,100,0.97
2014-12-16,500,1.03
2014-12-16,1000,1.02
2014-12-16,1500,1.04
2014-12-16,2000,1.04
2014-12-16,2500,1.19
2015-01-06,100,0.72
2015-01-06,500,0.77
2015-01-06,1000,0.83
2015-01-06,1500,0.87
2015-01-06,2000,0.85
2015-01-06,2500,0.93
2015-02-23,100,0.43
2015-02-23,500,0.54
2015-02-23,1000,0.7
2015-02-23,1500,0.79
2015-02-23,2000,0.91
2015-02-23,2500,0.96
2015-03-17,100,0.07
2015-03-17,500,0.06
2015-03-17,1000,0.04
2015-03-17,1500,0.14
2015-03-17,2000,0.38
2015-03-17,2500,0.57
2015-04-21,100,0.03
2015-04-21,500,0.01
2015-04-21,1000,0.02
2015-04-21,1500,0.02
2015-04-21,2000,0.24
2015-04-21,2500,0.45
2015-05-12,100,0.02
2015-05-12,500,0.02
2015-05-12,1000,0.03
2015-05-12,1500,0.05
2015-05-12,2000,0.37
2015-05-12,2500,0.51
2015-06-04,100,0.0
2015-06-04,500,0.01
2015-06-04,1000,0.12
2015-06-04,1500,0.28
2015-06-04,2000,0.61
