DATE,DEPTH,CHLORA
1968-06-12,100,1.4
1968-06-12,1500,3.5
1968-06-12,500,1.7
1968-06-12,2000,3.9
1968-06-12,2600,2.2
1968-06-12,1000,2.3
1968-07-03,1500,2.9
1968-07-03,2000,1.9
1968-07-03,2600,2.3
1968-07-03,1000,8.2
1968-07-03,100,2.7
1968-07-03,500,2.3
1968-08-19,100,2.1
1968-08-19,1500,1.9
1968-08-19,500,2.4
1968-08-19,1000,2.3
1968-08-19,2600,1.1
1968-08-19,2000,0.9
1968-09-16,500,17.0
1968-09-16,1500,8.6
1968-09-16,2600,7.8
1968-09-16,100,10.9
1968-09-16,2000,9.2
1968-09-16,1000,13.7
1968-10-21,2600,8.5
1968-10-21,1500,0.9
1968-10-21,1000,3.5
1968-10-21,100,3.3
1968-10-21,500,2.8
1968-10-21,2000,2.5
1968-11-18,2600,2.2
1968-11-18,1000,3.6
1968-11-18,100,3.7
1968-11-18,1500,3.7
1968-11-18,500,3.5
1968-11-18,2000,3.8
1968-12-19,500,1.3
1968-12-19,100,1.0
1968-12-19,1500,3.1
1968-12-19,2000,1.8
1968-12-19,1000,2.0
1968-12-19,2600,1.3
1969-01-14,1000,0.7
1969-01-14,1500,0.9
1969-01-14,500,0.7
1969-01-14,100,0.7
1969-01-14,2600,0.7
1969-01-14,2000,0.3
1969-02-25,1000,1.4
1969-02-25,1500,1.6
1969-02-25,2000,1.4
1969-02-25,100,1.4
1969-02-25,2600,1.1
1969-02-25,500,1.4
1969-03-24,100,8.3
1969-03-24,1500,8.9
1969-03-24,2000,7.4
1969-03-24,500,9.0
1969-03-24,1000,7.0
1969-03-24,2600,5.5
1969-04-22,100,4.0
1969-04-22,1500,6.6
1969-04-22,2000,33.1
1969-04-22,500,4.0
1969-04-22,2600,25.9
1969-04-22,1000,3.9
1969-05-13,500,0.7
1969-05-13,100,1.1
1969-05-13,1500,0.7
1969-05-13,2600,0.1
1969-05-13,1000,1.1
1969-05-13,2000,0.6
1969-06-18,1000,1.7
1969-06-18,500,1.3
1969-06-18,2000,0.6
1969-06-18,2600,1.9
1969-06-18,100,0.8
1969-06-18,1500,1.1
1969-07-23,2600,1.0
1969-07-23,2000,1.5
1969-07-23,100,1.8
1969-07-23,500,1.6
1969-07-23,1000,5.5
1969-07-23,1500,1.3
1969-08-15,1000,3.9
1969-08-15,2000,1.5
1969-08-15,500,2.4
1969-08-15,2600,1.4
1969-08-15,100,1.1
1969-08-15,1500,2.0
1969-09-09,2000,4.4
1969-09-09,2600,0.6
1969-09-09,1000,2.0
1969-09-09,500,0.0
1969-09-09,100,1.8
1969-09-09,1500,2.3
1969-10-06,2000,6.2
1969-10-06,1000,4.9
1969-10-06,1500,5.8
1969-10-06,2600,1.8
1969-10-06,500,7.5
1969-10-06,100,6.6
1969-11-05,2600,2.9
1969-11-05,500,4.4
1969-11-05,1500,2.8
1969-11-05,2000,2.4
1969-11-05,100,4.2
1969-11-05,1000,3.8
1969-12-02,100,2.5
1969-12-02,500,3.3
1969-12-02,1000,2.8
1969-12-02,2600,2.5
1969-12-02,1500,2.9
1969-12-02,2000,2.4
1970-01-07,100,0.9
1970-01-07,500,1.3
1970-01-07,2000,0.7
1970-01-07,1000,0.9
1970-01-07,2600,1.8
1970-01-07,1500,1.0
1970-02-04,500,0.7
1970-02-04,100,0.7
1970-02-04,1500,0.6
1970-02-04,2600,0.7
1970-02-04,1000,0.7
1970-02-04,2000,0.8
1970-03-16,100,7.9
1970-03-16,2000,4.8
1970-03-16,500,11.0
1970-03-16,2600,2.1
1970-03-16,1500,4.8
1970-03-16,1000,22.3
1970-04-06,1000,6.1
1970-04-06,2000,2.2
1970-04-06,1500,5.2
1970-04-06,100,5.6
1970-04-06,2600,2.2
1970-04-06,500,5.6
1970-05-19,100,2.5
1970-05-19,1500,1.0
1970-05-19,2000,1.0
1970-05-19,2600,1.1
1970-05-19,1000,7.5
1970-05-19,500,3.1
1970-06-09,2600,0.5
1970-06-09,500,2.4
1970-06-09,2000,0.6
1970-06-09,100,2.0
1970-06-09,1000,1.5
1970-06-09,1500,1.2
1970-07-14,2600,0.5
1970-07-14,100,2.0
1970-07-14,1000,2.9
1970-07-14,500,2.5
1970-07-14,2000,1.1
1970-07-14,1500,1.3
1970-08-20,500,2.4
1970-08-20,2000,1.1
1970-08-20,1000,3.8
1970-08-20,2600,1.2
1970-08-20,1500,3.3
1970-08-20,100,3.3
1970-09-29,500,5.5
1970-09-29,1500,1.9
1970-09-29,100,4.7
1970-09-29,1000,2.4
1970-09-29,2000,1.7
1970-09-29,2600,1.0
1970-10-15,100,4.1
1970-10-15,500,11.5
1970-10-15,2000,1.3
1970-10-15,2600,0.5
1970-10-15,1500,2.0
1970-10-15,1000,7.5
1970-11-02,2000,3.6
1970-11-02,100,6.7
1970-11-02,500,7.1
1970-11-02,1500,7.6
1970-11-02,2600,1.9
1970-11-02,1000,8.1
1970-12-01,500,4.6
1970-12-01,2600,0.7
1970-12-01,1000,4.6
1970-12-01,100,3.8
1970-12-01,2000,1.1
1970-12-01,1500,1.3
1971-01-19,500,0.7
1971-01-19,1500,0.6
1971-01-19,2600,0.5
1971-01-19,100,0.8
1971-01-19,2000,0.6
1971-01-19,1000,0.7
1971-02-10,1000,1.0
1971-02-10,1500,0.9
1971-02-10,2000,0.0
1971-02-10,100,1.4
1971-02-10,2600,0.6
1971-02-10,500,1.4
1971-03-11,2600,0.9
1971-03-11,1500,1.1
1971-03-11,2000,0.9
1971-03-11,100,1.1
1971-03-11,500,0.9
1971-03-11,1000,1.1
1971-04-07,1500,1.6
1971-04-07,2000,1.1
1971-04-07,1000,1.4
1971-04-07,2600,1.1
1971-04-07,500,3.7
1971-04-07,100,2.9
1971-05-10,500,1.2
1971-05-10,1500,7.4
1971-05-10,100,1.4
1971-05-10,2000,4.4
1971-05-10,1000,2.0
1971-05-10,2600,6.3
1971-06-08,500,2.0
1971-06-08,1500,3.6
1971-06-08,1000,2.6
1971-06-08,100,1.5
1971-06-08,2000,0.6
1971-06-08,2600,1.5
1971-07-13,2000,2.4
1971-07-13,100,1.1
1971-07-13,1500,2.8
1971-07-13,2600,2.2
1971-07-13,500,0.8
1971-07-13,1000,2.4
1971-09-01,1000,3.2
1971-09-01,100,2.9
1971-09-01,500,2.9
1971-09-01,1500,3.0
1971-09-01,2600,1.2
1971-09-01,2000,2.0
1971-10-05,2000,2.6
1971-10-05,500,3.4
1971-10-05,2600,0.4
1971-10-05,1500,3.3
1971-10-05,100,3.5
1971-10-05,1000,3.3
1971-11-04,1000,9.2
1971-11-04,1500,4.3
1971-11-04,2000,4.4
1971-11-04,500,12.1
1971-11-04,2600,6.5
1971-11-04,100,13.2
1971-12-06,2000,6.5
1971-12-06,1500,6.3
1971-12-06,100,7.7
1971-12-06,2600,6.2
1971-12-06,500,7.1
1971-12-06,1000,7.5
1972-01-11,2000,0.9
1972-01-11,1500,0.9
1972-01-11,1000,0.8
1972-01-11,100,0.9
1972-01-11,500,0.9
1972-01-11,2600,1.3
1972-02-08,2000,1.0
1972-02-08,2000,1.0
1972-02-08,1000,1.2
1972-02-08,100,1.0
1972-02-08,500,1.0
1972-02-08,2600,0.7
1972-02-08,2500,0.5
1972-02-08,1500,1.3
1972-02-08,2200,1.0
1972-03-08,1800,21.2
1972-03-08,2300,8.4
1972-03-08,100,44.0
1972-03-08,2500,2.9
1972-03-08,1500,41.4
1972-03-08,2000,17.6
1972-03-08,2600,2.0
1972-03-08,500,41.2
1972-03-08,1000,39.5
1972-04-04,2000,2.0
1972-04-04,2600,1.8
1972-04-04,100,2.3
1972-04-04,1500,2.0
1972-04-04,500,
1972-04-04,1000,4.1
1972-05-05,1300,6.9
1972-05-05,500,2.3
1972-05-05,1500,4.8
1972-05-05,2600,1.1
1972-05-05,800,2.2
1972-05-05,1000,5.8
1972-05-05,2000,0.5
1972-05-05,1700,1.4
1972-05-05,100,2.2
1972-06-12,1000,1.8
1972-06-12,500,2.0
1972-06-12,2000,1.2
1972-06-12,500,2.2
1972-06-12,400,2.0
1972-06-12,2600,1.6
1972-06-12,1500,1.4
1972-06-12,100,2.0
1972-08-17,1000,6.2
1972-08-17,500,5.8
1972-08-17,2000,3.7
1972-08-17,100,5.0
1972-08-17,2600,1.0
1972-08-17,1500,4.2
1972-09-11,1900,1.8
1972-09-11,500,6.7
1972-09-11,1400,4.0
1972-09-11,2000,1.3
1972-09-11,1500,4.0
1972-09-11,2600,0.3
1972-09-11,1000,8.5
1972-09-11,100,4.8
1972-09-11,1700,1.4
1972-10-16,1300,4.2
1972-10-16,1000,8.8
1972-10-16,100,1.4
1972-10-16,1800,3.9
1972-10-16,1500,3.9
1972-10-16,500,2.6
1972-10-16,2600,0.3
1972-10-16,2000,7.5
1972-10-16,2100,5.8
1972-11-08,1500,0.3
1972-11-08,2600,1.0
1972-11-08,2000,0.5
1972-11-08,900,1.1
1972-11-08,500,2.7
1972-11-08,1000,1.0
1972-11-08,100,3.9
1972-11-08,700,1.4
1972-11-30,2600,0.0
1972-11-30,1000,2.5
1972-11-30,2000,0.0
1972-11-30,500,2.8
1972-11-30,1500,1.6
1972-11-30,100,2.7
1973-01-11,2600,2.4
1973-01-11,1000,0.9
1973-01-11,1500,1.0
1973-01-11,2000,1.1
1973-01-11,100,1.0
1973-01-11,500,2.5
1973-02-06,2600,1.1
1973-02-06,1500,0.5
1973-02-06,1300,0.7
1973-02-06,500,0.9
1973-02-06,2000,0.7
1973-02-06,1000,1.1
1973-02-06,100,0.9
1973-02-06,1100,0.7
1973-02-06,1700,0.7
1973-03-07,1100,18.3
1973-03-07,1300,17.4
1973-03-07,1000,19.3
1973-03-07,100,21.0
1973-03-07,2000,2.1
1973-03-07,1400,9.4
1973-03-07,500,21.0
1973-03-07,2600,1.2
1973-03-07,1500,9.4
1973-04-02,2000,4.4
1973-04-02,1000,7.3
1973-04-02,2600,3.3
1973-04-02,100,5.8
1973-04-02,1500,4.2
1973-04-02,500,6.7
1973-05-02,100,3.1
1973-05-02,500,3.3
1973-05-02,1000,8.4
1973-05-02,2600,13.4
1973-05-02,1500,6.9
1973-05-02,1300,10.5
1973-05-02,2000,8.3
1973-05-28,100,1.0
1973-05-28,2600,1.4
1973-05-28,500,2.3
1973-05-28,200,1.0
1973-05-28,1000,4.6
1973-05-28,400,2.0
1973-05-28,2000,2.0
1973-05-28,1500,2.1
1973-07-05,1000,4.1
1973-07-05,1100,4.6
1973-07-05,1300,8.1
1973-07-05,2600,7.5
1973-07-05,500,1.8
1973-07-05,100,1.4
1973-07-05,2000,5.4
1973-07-05,1500,10.0
1973-07-30,1500,2.7
1973-07-30,100,2.0
1973-07-30,1400,3.1
1973-07-30,2000,3.5
1973-07-30,900,2.9
1973-07-30,1000,5.6
1973-07-30,2600,1.2
1973-07-30,1200,6.2
1973-07-30,500,2.9
1973-09-05,500,4.4
1973-09-05,2600,1.6
1973-09-05,100,1.2
1973-09-05,1500,4.1
1973-09-05,2000,5.6
1973-09-05,1000,4.1
1973-10-05,2600,2.1
1973-10-05,1000,4.7
1973-10-05,500,9.0
1973-10-05,100,6.7
1973-10-05,1500,5.7
1973-10-05,2000,6.5
1973-10-31,100,9.1
1973-10-31,1800,9.9
1973-10-31,1500,11.4
1973-10-31,500,10.8
1973-10-31,1000,10.6
1973-10-31,2000,2.8
1973-10-31,2600,2.7
1973-12-05,1500,3.5
1973-12-05,2600,0.0
1973-12-05,1000,3.2
1973-12-05,2000,2.7
1973-12-05,100,3.4
1973-12-05,500,1.8
1974-01-10,100,6.1
1974-01-10,500,2.2
1974-01-10,1000,3.0
1974-01-10,2600,1.7
1974-01-10,1500,2.4
1974-01-10,2000,1.7
1974-02-06,1500,1.8
1974-02-06,100,4.6
1974-02-06,1000,4.6
1974-02-06,2600,1.0
1974-02-06,2000,1.6
1974-02-06,500,2.6
1974-03-13,100,5.0
1974-03-13,1500,5.0
1974-03-13,1000,5.0
1974-03-13,2600,4.6
1974-03-13,500,0.0
1974-03-13,2000,4.8
1974-04-05,1000,24.6
1974-04-05,500,3.5
1974-04-05,2600,6.7
1974-04-05,2000,19.7
1974-04-05,100,6.9
1974-04-05,1500,7.7
1974-05-13,500,2.7
1974-05-13,2000,1.6
1974-05-13,2600,1.8
1974-05-13,2200,1.6
1974-05-13,1500,3.5
1974-05-13,2400,1.4
1974-05-13,1000,3.1
1974-05-13,100,2.6
1974-06-05,500,3.1
1974-06-05,1000,3.3
1974-06-05,1500,2.4
1974-06-05,1700,1.2
1974-06-05,2000,1.2
1974-06-05,2100,1.0
1974-06-05,1400,2.5
1974-06-05,100,3.3
1974-06-05,2600,0.5
1974-07-02,1500,2.2
1974-07-02,1200,3.1
1974-07-02,500,3.1
1974-07-02,900,3.1
1974-07-02,1400,2.2
1974-07-02,2000,2.3
1974-07-02,100,2.7
1974-07-02,2600,3.8
1974-07-02,1000,3.5
1974-08-20,800,4.4
1974-08-20,2600,4.4
1974-08-20,1500,4.0
1974-08-20,2000,6.5
1974-08-20,700,7.8
1974-08-20,100,1.8
1974-08-20,500,2.3
1974-08-20,1000,3.7
1974-09-09,100,9.8
1974-09-09,2600,1.3
1974-09-09,1000,6.7
1974-09-09,2000,1.8
1974-09-09,500,9.0
1974-09-09,1500,3.1
1974-10-01,2000,1.4
1974-10-01,100,13.0
1974-10-01,500,12.6
1974-10-01,1000,5.0
1974-10-01,2600,0.7
1974-10-01,1500,3.5
1974-11-06,2000,1.8
1974-11-06,1000,15.7
1974-11-06,1500,17.5
1974-11-06,500,16.3
1974-11-06,2600,1.0
1974-11-06,100,15.8
1974-12-03,1000,4.3
1974-12-03,100,4.0
1974-12-03,2600,1.1
1974-12-03,1500,3.5
1974-12-03,500,6.5
1974-12-03,2000,2.9
1975-01-07,2000,1.0
1975-01-07,500,1.4
1975-01-07,2600,0.5
1975-01-07,1000,1.4
1975-01-07,1500,1.4
1975-01-07,100,1.4
1975-02-04,1500,2.2
1975-02-04,500,2.7
1975-02-04,2000,2.2
1975-02-04,2600,1.3
1975-02-04,1000,2.0
1975-02-04,100,2.7
1975-03-04,100,9.0
1975-03-04,2000,1.1
1975-03-04,2600,1.2
1975-03-04,1000,29.1
1975-03-04,1500,1.8
1975-03-04,500,17.2
1975-04-08,1900,1.6
1975-04-08,2100,1.2
1975-04-08,2600,1.2
1975-04-08,1000,2.6
1975-04-08,100,2.7
1975-04-08,1500,2.4
1975-04-08,500,2.7
1975-04-08,1700,1.8
1975-04-08,2000,1.4
1975-05-21,2200,0.6
1975-05-21,2600,0.2
1975-05-21,2000,1.1
1975-05-21,1500,1.3
1975-05-21,1000,1.6
1975-05-21,100,1.8
1975-05-21,500,2.0
1975-05-21,1700,2.9
1975-06-11,1000,8.1
1975-06-11,500,1.6
1975-06-11,1200,10.7
1975-06-11,100,1.6
1975-06-11,2000,1.0
1975-06-11,1500,3.1
1975-06-11,900,4.2
1975-06-11,2600,0.5
1975-07-01,2600,0.1
1975-07-01,2000,0.1
1975-07-01,100,1.6
1975-07-01,1900,2.9
1975-07-01,1000,1.8
1975-07-01,1500,3.3
1975-07-01,1200,3.5
1975-07-01,500,1.6
1975-07-01,1700,4.3
1975-08-04,2000,1.3
1975-08-04,100,2.2
1975-08-04,800,5.2
1975-08-04,1000,4.6
1975-08-04,2300,1.0
1975-08-04,500,3.3
1975-08-04,1500,2.6
1975-08-04,1300,5.4
1975-08-04,2600,7.3
1975-09-02,100,2.2
1975-09-02,1300,8.4
1975-09-02,2600,1.4
1975-09-02,1700,6.1
1975-09-02,1200,5.7
1975-09-02,500,2.9
1975-09-02,1500,11.1
1975-09-02,2000,3.5
1975-09-02,1000,4.6
1975-10-02,2000,1.4
1975-10-02,1500,2.0
1975-10-02,1000,2.2
1975-10-02,500,4.4
1975-10-02,100,6.7
1975-10-02,2600,4.4
1975-11-04,2600,2.6
1975-11-04,500,17.2
1975-11-04,100,15.6
1975-11-04,2000,3.4
1975-11-04,1000,15.9
1975-11-04,1500,12.3
1975-12-02,1500,7.3
1975-12-02,500,9.4
1975-12-02,1000,8.5
1975-12-02,2600,20.0
1975-12-02,100,7.9
1975-12-02,2000,8.6
1975-12-02,2400,13.4
1979-03-12,100,
1979-03-12,2700,
1979-03-12,1000,
1979-03-12,500,
1979-03-12,1500,
1979-03-12,2000,
1979-04-04,2000,
1979-04-04,2500,
1979-04-04,1500,
1979-04-04,100,
1979-04-04,1000,
1979-04-04,500,
1979-04-19,100,
1979-04-19,2000,
1979-04-19,1500,
1979-04-19,1000,
1979-04-19,500,
1979-04-19,2600,
1979-07-09,1500,
1979-07-09,2000,
1979-07-09,100,
1979-07-09,1000,
1979-07-09,500,
1979-07-09,2600,
1979-08-15,2600,
1979-08-15,500,
1979-08-15,1500,
1979-08-15,100,
1979-08-15,2000,
1979-08-15,1000,
1979-09-02,1000,
1979-09-02,1500,
1979-09-02,500,
1979-09-02,2800,
1979-09-02,2500,
1979-09-02,2000,
1979-10-01,2600,
1979-10-01,1000,
1979-10-01,2000,
1979-10-01,500,
1979-10-01,100,
1979-10-01,1500,
1979-11-22,2600,
1979-11-22,1500,
1979-11-22,100,
1979-11-22,2000,
1979-11-22,1000,
1979-11-22,500,
1980-01-28,2000,
1980-01-28,100,
1980-01-28,1000,
1980-01-28,500,
1980-01-28,2500,
1980-01-28,1500,
1980-02-11,100,
1980-02-11,2800,
1980-03-24,2500,
1980-03-24,2000,
1980-03-24,100,
1980-03-24,1500,
1980-03-24,500,
1980-03-24,1000,
1980-05-05,2800,
1980-05-05,100,
1980-05-06,2000,
1980-05-06,2600,
1980-05-06,100,
1980-05-06,500,
1980-05-06,1500,
1980-05-06,1000,
1980-07-21,1000,
1980-07-21,2000,
1980-07-21,500,
1980-07-21,2600,
1980-07-21,1500,
1980-07-21,100,
1980-09-05,500,
1980-09-05,2000,
1980-09-05,2500,
1980-09-05,1000,
1980-09-05,1500,
1980-09-05,2800,
1980-09-22,1000,
1980-09-22,1500,
1980-09-22,2000,
1980-09-22,2600,
1980-09-22,500,
1980-09-22,100,
1980-11-24,100,
1980-11-24,2900,
1980-11-28,1500,
1980-11-28,2500,
1980-11-28,500,
1980-11-28,100,
1980-11-28,2000,
1980-11-28,1000,
1981-01-07,1000,
1981-01-07,100,
1981-01-07,1500,
1981-01-07,2500,
1981-01-07,500,
1981-01-07,2000,
1981-02-23,1000,
1981-02-23,2000,
1981-02-23,500,
1981-02-23,2600,
1981-02-23,1500,
1981-02-23,100,
1981-04-13,100,
1981-04-13,1500,
1981-04-13,2500,
1981-04-13,1000,
1981-04-13,500,
1981-04-13,2000,
1981-07-01,2000,
1981-07-01,1500,
1981-07-01,2600,
1981-07-01,100,
1981-07-01,1000,
1981-07-01,500,
1981-10-05,500,
1981-10-05,2000,
1981-10-05,2600,
1981-10-05,1000,
1981-10-05,1500,
1981-10-05,100,
1982-01-05,2600,
1982-01-05,1500,
1982-01-05,1000,
1982-01-05,2000,
1982-01-05,500,
1982-01-05,100,
1982-02-05,100,
1982-02-05,2600,
1982-04-13,500,
1982-04-13,2000,
1982-04-13,2500,
1982-04-13,100,
1982-04-13,1000,
1982-04-13,1500,
1982-05-14,2800,
1982-05-14,100,
1982-08-12,1000,
1982-08-12,500,
1982-08-12,2400,
1982-08-12,2800,
1982-08-12,100,
1982-08-12,1500,
1982-08-12,2000,
1982-08-24,1000,
1982-08-24,2000,
1982-08-24,1500,
1982-08-24,2500,
1982-08-24,500,
1982-08-24,100,
1982-10-11,1000,
1982-10-11,2500,
1982-10-11,1500,
1982-10-11,100,
1982-10-11,500,
1982-10-11,2000,
1982-12-01,1000,
1982-12-01,2500,
1982-12-01,100,
1982-12-01,2000,
1982-12-01,1500,
1982-12-01,500,
1982-12-20,2700,
1982-12-20,100,
1983-08-28,1000,
1983-08-28,100,
1983-08-28,2000,
1983-08-28,2400,
1983-08-28,1500,
1983-08-28,2800,
1983-08-28,500,
1985-04-09,200,
1985-04-09,2000,
1985-04-09,300,
1985-04-09,1000,
1985-04-09,500,
1985-04-09,1500,
1985-04-09,100,
1986-01-07,1000,
1986-01-07,100,
1986-01-07,2500,
1986-01-07,500,
1986-01-07,2000,
1986-01-07,1500,
1986-02-11,2000,
1986-02-11,100,
1986-02-11,500,
1986-02-11,1000,
1986-02-11,2600,
1986-02-11,1500,
1986-03-11,2000,
1986-03-11,100,
1986-03-11,500,
1986-03-11,1500,
1986-03-11,2600,
1986-03-11,1000,
1986-04-07,2000,
1986-04-07,100,
1986-04-07,1000,
1986-04-07,2500,
1986-04-07,500,
1986-04-07,1500,
1986-05-22,1000,
1986-05-22,1500,
1986-05-22,500,
1986-05-22,100,
1986-05-22,2000,
1986-05-22,2500,
1986-06-09,1000,
1986-06-09,100,
1986-06-09,500,
1986-06-09,2500,
1986-06-09,2000,
1986-06-09,1500,
1986-07-21,2500,
1986-07-21,100,
1986-07-21,2000,
1986-07-21,500,
1986-07-21,1500,
1986-07-21,1000,
1986-08-07,100,
1986-08-07,500,
1986-08-07,2000,
1986-08-07,2400,
1986-08-07,1500,
1986-08-07,1000,
1986-09-15,500,
1986-09-15,2500,
1986-09-15,1500,
1986-09-15,2000,
1986-09-15,1000,
1986-09-15,100,
1986-10-20,100,
1986-10-20,500,
1986-10-20,1000,
1986-10-20,2400,
1986-10-20,1500,
1986-10-20,2000,
1986-12-02,100,
1986-12-02,1500,
1986-12-02,500,
1986-12-02,1000,
1986-12-02,2500,
1986-12-02,2000,
1986-12-18,1500,
1986-12-18,2000,
1986-12-18,500,
1986-12-18,2500,
1986-12-18,100,
1986-12-18,1000,
1987-02-19,2500,
1987-02-19,500,
1987-02-19,1500,
1987-02-19,100,
1987-02-19,1000,
1987-02-19,2000,
1987-04-14,1000,
1987-04-14,2000,
1987-04-14,500,
1987-04-14,2600,
1987-04-14,1500,
1987-04-14,100,
1987-06-18,1000,
1987-06-18,2000,
1987-06-18,500,
1987-06-18,100,
1987-06-18,1500,
1987-09-16,100,
1987-09-16,2000,
1987-09-16,2500,
1987-09-16,1500,
1987-09-16,500,
1987-09-16,1000,
1987-11-23,500,
1987-11-23,2600,
1987-11-23,2000,
1987-11-23,1000,
1987-11-23,1500,
1987-11-23,100,
1988-01-18,2000,
1988-01-18,100,
1988-01-18,1500,
1988-01-18,2500,
1988-01-18,500,
1988-01-18,1000,
1988-04-19,1000,1.88
1988-04-19,2000,0.56
1988-04-19,500,
1988-04-19,2700,
1988-04-19,1500,
1988-04-19,100,2.39
1988-05-30,100,0.97
1988-05-30,500,
1988-05-30,1500,
1988-05-30,1000,1.45
1988-05-30,2000,0.1
1988-05-30,2700,
1988-06-20,2300,
1988-06-20,2000,0.61
1988-06-20,1500,
1988-06-20,100,1.64
1988-06-20,500,
1988-06-20,1000,2.02
1988-07-21,100,
1988-07-21,2400,
1988-07-21,500,
1988-07-21,1500,
1988-07-21,2000,
1988-07-21,1000,
1988-08-22,1500,
1988-08-22,1000,2.02
1988-08-22,2600,
1988-08-22,2000,0.56
1988-08-22,100,4.3
1988-08-22,500,
1988-09-14,500,
1988-09-14,100,3.87
1988-09-14,2000,1.75
1988-09-14,1500,
1988-09-14,2400,
1988-09-14,1000,4.32
1988-10-10,100,
1988-10-10,2000,
1988-10-10,2500,
1988-10-10,1000,
1988-10-10,1500,
1988-10-10,500,
1988-11-06,100,8.78
1988-11-06,1500,
1988-11-06,2000,0.97
1988-11-06,3500,
1988-11-06,1000,9.64
1988-11-06,500,
1988-12-08,2500,
1988-12-08,1000,4.67
1988-12-08,1500,
1988-12-08,2000,4.46
1988-12-08,500,
1988-12-08,100,4.53
1989-01-17,1500,
1989-01-17,1000,0.13
1989-01-17,2000,0.27
1989-01-17,500,
1989-01-17,2500,
1989-01-17,100,0.77
1989-02-14,2500,
1989-02-14,100,
1989-02-14,1500,
1989-02-14,1000,
1989-02-14,2000,
1989-02-14,500,
1989-03-08,2000,1.87
1989-03-08,2500,
1989-03-08,1000,2.99
1989-03-08,500,
1989-03-08,1500,
1989-03-08,100,2.88
1989-04-11,2600,
1989-04-11,500,
1989-04-11,1000,1.29
1989-04-11,1500,
1989-04-11,100,1.25
1989-04-11,2000,0.85
1989-05-08,1500,
1989-05-08,2500,
1989-05-08,2000,0.47
1989-05-08,500,
1989-05-08,1000,2.19
1989-05-08,100,2.4
1989-06-13,1500,
1989-06-13,500,
1989-06-13,2000,0.42
1989-06-13,1000,1.94
1989-06-13,2500,
1989-06-13,100,0.67
1989-07-13,1500,
1989-07-13,1000,3.34
1989-07-13,2500,
1989-07-13,2000,0.46
1989-07-13,500,
1989-07-13,100,3.3
1989-08-27,2000,1.9
1989-08-27,100,2.92
1989-08-27,500,
1989-08-27,2500,
1989-08-27,1500,
1989-08-27,1000,2.58
1989-09-12,100,2.8
1989-09-12,1000,8.22
1989-09-12,500,
1989-09-12,2000,0.95
1989-09-12,1500,
1989-09-12,2700,
1989-10-17,1500,
1989-10-17,100,6.09
1989-10-17,1000,6.63
1989-10-17,500,
1989-10-17,2700,
1989-10-17,2000,4.91
1989-11-20,1000,2.11
1989-11-20,2000,0.96
1989-11-20,1500,
1989-11-20,2700,
1989-11-20,100,3.61
1989-11-20,500,
1989-12-18,1000,1.6
1989-12-18,2700,
1989-12-18,500,
1989-12-18,1500,
1989-12-18,2000,1.49
1989-12-18,100,1.49
1990-01-17,200,0.55
1990-01-17,2000,0.39
1990-01-17,1000,0.62
1990-01-22,2000,
1990-01-22,1500,
1990-01-22,1000,
1990-01-22,500,
1990-01-22,2600,
1990-01-22,100,
1990-02-14,1000,0.79
1990-02-14,2700,
1990-02-14,1500,
1990-02-14,100,0.72
1990-02-14,500,
1990-02-14,2000,0.34
1990-03-13,500,
1990-03-13,2000,1.09
1990-03-13,1500,
1990-03-13,100,1.17
1990-03-13,1000,1.07
1990-03-13,2500,
1990-04-17,2500,
1990-04-17,1500,
1990-04-17,2000,
1990-04-17,1000,3.97
1990-04-17,100,2.07
1990-04-17,500,
1990-06-19,500,2.0
1990-06-19,1000,0.51
1990-06-19,100,1.45
1990-07-19,1000,
1990-07-19,1500,
1990-07-19,2000,
1990-07-19,500,
1990-07-19,2500,
1990-07-19,100,
1990-07-20,1500,2.51
1990-07-20,2000,2.33
1990-07-20,2500,0.53
1990-08-21,1500,
1990-08-21,500,
1990-08-21,100,
1990-08-21,2600,
1990-08-21,1000,
1990-08-21,2000,
1990-09-18,500,
1990-09-18,100,3.71
1990-09-18,2600,
1990-09-18,1500,
1990-09-18,2000,0.67
1990-09-18,1000,2.27
1990-10-16,1000,4.87
1990-10-16,100,5.83
1990-10-16,1500,
1990-10-16,2000,2.6
1990-10-16,2600,
1990-10-16,500,
1990-11-14,2500,
1990-11-14,2600,
1990-11-14,500,
1990-11-14,100,1.61
1990-11-14,2000,0.39
1990-11-14,1000,0.53
1990-11-14,1500,
1990-12-13,1000,1.01
1990-12-13,1500,
1990-12-13,2000,1.66
1990-12-13,100,1.13
1990-12-13,500,
1990-12-13,2400,
1991-01-15,1000,1.64
1991-01-15,100,1.43
1991-01-15,500,
1991-01-15,1500,
1991-01-15,2000,1.49
1991-01-15,2500,
1991-01-15,2700,
1991-02-13,1500,
1991-02-13,1000,0.8
1991-02-13,2600,
1991-02-13,500,
1991-02-13,100,0.77
1991-02-13,2000,0.82
1991-03-20,2000,2.31
1991-03-20,1000,6.87
1991-03-20,100,7.2
1991-03-20,2500,
1991-03-20,500,
1991-03-20,2700,
1991-03-20,1500,
1991-04-15,1500,
1991-04-15,2500,
1991-04-15,100,1.57
1991-04-15,2000,0.8
1991-04-15,1000,1.3
1991-04-15,2700,
1991-04-15,500,
1991-05-21,2000,0.65
1991-05-21,500,
1991-05-21,2500,
1991-05-21,1000,2.1
1991-05-21,100,2.27
1991-05-21,1500,0.72
1991-06-17,500,
